No,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
8479,FDX34,6.195,1,.071971918,2,121.3098,7,2004,1,2,2,4820.392
6382,FDO27,6.175,2,.179355893,10,94.1752,10,1999,2,1,2,575.2512
1740,FDO27,6.175,2,.179077475,10,94.3752,9,1997,1,1,2,1342.2528
347,FDL27,6.17,1,.010647477,10,66.3826,10,1999,2,1,2,1937.478
6417,FDL27,6.17,1,.010630949,10,65.9826,9,1997,1,1,2,1162.4868
7155,FDW51,6.155,2,.094807042,10,213.356,10,1999,2,1,2,3835.008
165,FDW51,6.155,2,.094659871,10,214.556,9,1997,1,1,2,2769.728
2359,FDU36,6.15,1,.046232445,7,99.4384,2,1987,3,3,2,1379.5376
3113,FDU36,6.15,1,.046342889,7,97.3384,10,1999,2,1,2,886.8456
300,FDU36,6.15,1,.04627095,7,99.3384,9,1997,1,1,2,2364.9216
7688,FDU36,6.15,1,.046262201,7,97.8384,7,2004,1,2,2,2069.3064
4887,DRD25,6.135,1,.079094835,9,114.386,10,1999,2,1,2,1018.674
2641,DRJ01,6.135,1,.115032406,9,161.0236,9,1997,1,1,2,1288.9888
2788,DRJ01,6.135,1,.115010655,9,161.5236,7,2004,1,2,2,1288.9888
3021,DRD25,6.135,1,.078957122,9,111.986,7,2004,1,2,2,1697.79
4070,FDM24,6.135,2,.079327367,7,152.8366,9,1997,1,1,2,2871.5954
6030,FDM24,6.135,2,.079312367,7,151.7366,7,2004,1,2,2,3325.0052
8072,DRD25,6.135,1,0,9,114.286,9,1997,1,1,2,2376.906
7287,DRG15,6.13,1,0,5,60.1536,2,1987,3,3,2,1102.5648
843,DRG15,6.13,1,.076855207,5,59.3536,10,1999,2,1,2,1470.0864
1141,NCM42,6.13,1,.028365524,3,110.0912,10,1999,2,1,2,1637.868
5126,FDG44,6.13,1,.10234983,1,55.0298,10,1999,2,1,2,539.298
4392,FDG44,6.13,1,0,1,54.1298,9,1997,1,1,2,1348.245
4654,DRG15,6.13,1,.076735903,5,62.4536,9,1997,1,1,2,1225.072
5321,FDG44,6.13,1,.102171627,1,53.8298,7,2004,1,2,2,1024.6662
6241,DRG15,6.13,1,.076721393,5,59.4536,7,2004,1,2,2,2021.3688
4136,DRB13,6.115,2,.007038478,9,189.253,2,1987,3,3,2,3605.307
6627,DRB13,6.115,2,.007055292,9,188.653,10,1999,2,1,2,3605.307
1837,DRB13,6.115,2,.007043008,9,190.353,7,2004,1,2,2,569.259
6072,FDH04,6.115,2,.011372972,4,89.6488,9,1997,1,1,2,1267.6832
5752,DRM49,6.11,2,.151827552,9,43.0086,2,1987,3,3,2,490.6946
6082,DRM49,6.11,2,0,9,43.0086,10,1999,2,1,2,713.7376
6694,FDR44,6.11,2,.103080901,1,131.2968,10,1999,2,1,2,1957.452
385,FDR44,6.11,2,.102920886,1,130.4968,9,1997,1,1,2,3523.4136
4536,DRM49,6.11,2,.151925271,9,46.6086,7,2004,1,2,2,624.5204
5695,FDR44,6.11,2,.102901425,1,128.4968,7,2004,1,2,2,1435.4648
298,NCM31,6.095,1,.081196619,16,141.4154,9,1997,1,1,2,1418.154
3959,FDB08,6.055,1,.031151714,1,158.7578,10,1999,2,1,2,2085.9514
87,FDZ55,6.055,1,.025403898,1,160.992,7,2004,1,2,2,2716.464
1551,FDB08,6.055,1,.031103357,1,159.9578,9,1997,1,1,2,2727.7826
8173,FDZ55,6.055,1,.025408702,1,160.892,9,1997,1,1,2,2396.88
8286,FDB08,6.055,1,0,1,162.3578,7,2004,1,2,2,1604.578
1444,FDZ36,6.035,2,.065729039,7,188.324,2,1987,3,3,2,1491.392
6591,FDD46,6.035,1,.14113846,2,155.0998,2,1987,3,3,2,3691.1952
2991,FDD46,6.035,1,.141475625,2,155.0998,10,1999,2,1,2,1230.3984
7154,FDZ36,6.035,2,.065783783,7,188.224,9,1997,1,1,2,5779.144
7302,FDZ36,6.035,2,.065771344,7,185.324,7,2004,1,2,2,3728.48
5423,DRI03,6.03,1,.0226848,5,178.1028,2,1987,3,3,2,4604.6728
7342,DRI03,6.03,1,0,5,175.1028,10,1999,2,1,2,1593.9252
3726,DRI03,6.03,1,.022703693,5,177.9028,9,1997,1,1,2,4781.7756
3888,DRI03,6.03,1,.0226994,5,176.4028,7,2004,1,2,2,4250.4672
1664,FDT40,5.985,1,.095715608,4,125.8678,2,1987,3,3,2,3560.6984
7242,FDA36,5.985,1,.005661669,7,186.5924,2,1987,3,3,2,2591.2936
1863,FDT40,5.985,1,0,4,125.2678,7,2004,1,2,2,1017.3424
4509,FDT40,5.985,1,.095795326,4,128.4678,9,1997,1,1,2,508.6712
3080,DRH11,5.98,1,.075495088,12,55.3614,2,1987,3,3,2,497.3526
6640,FDY31,5.98,1,.043526599,1,148.4418,2,1987,3,3,2,2354.2688
4994,DRH11,5.98,1,.075675438,12,53.3614,10,1999,2,1,2,331.5684
7341,FDY31,5.98,1,.04363058,1,148.2418,10,1999,2,1,2,1618.5598
6434,FDY31,5.98,1,.043554614,1,148.2418,7,2004,1,2,2,2354.2688
4123,NCS30,5.945,1,.093170838,3,127.3652,10,1999,2,1,2,1549.9824
5657,NCS30,5.945,1,.093026207,3,128.7652,9,1997,1,1,2,516.6608
6465,NCS30,5.945,1,.093008616,3,127.8652,7,2004,1,2,2,2195.8084
3625,FDI26,5.94,1,.034940979,6,177.3344,10,1999,2,1,2,1605.9096
1622,FDT11,5.94,2,.029366813,11,187.7556,7,2004,1,2,2,3755.112
6142,FDI26,5.94,1,.034880143,6,177.9344,7,2004,1,2,2,4460.86
6771,FDT11,5.94,2,.029372367,11,186.7556,9,1997,1,1,2,3942.8676
6532,FDE51,5.925,2,.096387053,5,45.6086,2,1987,3,3,2,356.8688
756,FDE51,5.925,2,.09646733,5,42.8086,9,1997,1,1,2,669.129
2412,FDE51,5.925,2,.09644909,5,43.8086,7,2004,1,2,2,312.2602
5219,DRC01,5.92,2,.019184026,9,50.3692,2,1987,3,3,2,591.2304
5078,DRC01,5.92,2,.019200003,9,47.7692,9,1997,1,1,2,492.692
2681,FDV25,5.905,1,.045614252,6,221.5456,2,1987,3,3,2,6852.4136
6288,FDV25,5.905,1,.04572322,6,222.1456,10,1999,2,1,2,5747.1856
3850,FDM38,5.885,2,.092694107,6,53.6982,2,1987,3,3,2,1525.3478
8407,FDM38,5.885,2,.092771309,6,54.1982,9,1997,1,1,2,999.3658
3863,DRM59,5.88,1,.003589104,12,155.5998,2,1987,3,3,2,1691.7978
5642,FDN40,5.88,1,.086384841,4,153.2998,2,1987,3,3,2,2153.1972
4165,NCT42,5.88,1,.024926013,3,149.9392,10,1999,2,1,2,1491.392
7465,DRM59,5.88,1,.003597678,12,153.8998,10,1999,2,1,2,2922.1962
7639,FDN28,5.88,2,.030294931,4,104.099,10,1999,2,1,2,412.796
2956,FDN28,5.88,2,.030247903,4,101.399,9,1997,1,1,2,2063.98
4867,NCT42,5.88,1,.024882614,3,149.4392,7,2004,1,2,2,1640.5312
5212,FDN40,5.88,1,.08644044,4,155.3998,7,2004,1,2,2,2153.1972
5370,FDN40,5.88,1,0,4,154.2998,9,1997,1,1,2,1999.3974
7328,NCT42,5.88,1,.02488732,3,147.5392,9,1997,1,1,2,2684.5056
8508,FDN28,5.88,2,.030242184,4,101.799,7,2004,1,2,2,515.995
8471,FDW27,5.86,2,.151087845,10,155.1314,10,1999,2,1,2,1551.314
4250,FDW27,5.86,2,.150853308,10,156.0314,9,1997,1,1,2,2016.7082
7685,FDR16,5.845,2,.105181277,4,214.4218,10,1999,2,1,2,5343.045
7968,FDR16,5.845,2,.104998144,4,213.2218,7,2004,1,2,2,7266.5412
1691,NCE06,5.825,1,.091467933,3,159.7894,7,2004,1,2,2,1294.3152
1905,FDT07,5.82,2,.077254736,1,257.633,2,1987,3,3,2,1537.998
2899,NCJ30,5.82,1,0,3,169.379,2,1987,3,3,2,2376.906
2332,FDT07,5.82,2,0,1,256.633,10,1999,2,1,2,2050.664
7177,NCJ30,5.82,1,.080765853,3,169.179,10,1999,2,1,2,2037.348
595,NCJ30,5.82,1,.080640478,3,167.779,9,1997,1,1,2,2886.243
1481,NCJ30,5.82,1,.08062523,3,168.379,7,2004,1,2,2,1188.453
1994,FDT07,5.82,2,.077319079,1,255.433,9,1997,1,1,2,4357.661
3918,FDT07,5.82,2,.077304459,1,257.633,7,2004,1,2,2,4613.994
6599,FDY50,5.8,1,.130955811,5,90.3172,9,1997,1,1,2,1338.258
8458,FDY50,5.8,1,.130931048,5,89.9172,7,2004,1,2,2,1516.6924
1924,FDK10,5.785,2,.040325274,2,180.466,2,1987,3,3,2,719.064
3314,FDS56,5.785,2,.038724612,1,263.9252,2,1987,3,3,2,6033.4796
8463,FDQ31,5.785,2,.053802405,1,85.9856,2,1987,3,3,2,1494.0552
4410,FDQ31,5.785,2,.053930934,1,87.3856,10,1999,2,1,2,878.856
5049,FDS56,5.785,2,.038817121,1,262.6252,10,1999,2,1,2,524.6504
841,FDQ31,5.785,2,0,1,87.1856,7,2004,1,2,2,1406.1696
1904,FDS56,5.785,2,.038756864,1,260.7252,9,1997,1,1,2,6033.4796
6494,FDS56,5.785,2,.038749536,1,262.0252,7,2004,1,2,2,4459.5284
8038,FDK10,5.785,2,.040351229,2,181.366,7,2004,1,2,2,1977.426
4306,FDL58,5.78,2,.074087369,2,264.9568,2,1987,3,3,2,6855.0768
6617,FDU59,5.78,1,.096306016,11,161.9552,2,1987,3,3,2,2111.9176
192,FDL58,5.78,2,.074264356,2,264.7568,10,1999,2,1,2,4745.8224
2597,FDU59,5.78,1,.096536082,11,162.8552,10,1999,2,1,2,3574.0144
3973,DRG48,5.78,1,.014577695,9,147.2102,10,1999,2,1,2,1895.5326
1610,FDU59,5.78,1,.096386227,11,163.5552,9,1997,1,1,2,1787.0072
2170,DRG48,5.78,1,.014555066,9,145.2102,9,1997,1,1,2,3062.0142
4596,FDL58,5.78,2,.074149074,2,262.2568,9,1997,1,1,2,5273.136
4821,FDL58,5.78,2,.074135053,2,264.0568,7,2004,1,2,2,2109.2544
5550,FDO28,5.765,1,.072238195,4,120.0098,2,1987,3,3,2,1687.1372
7692,FDW23,5.765,1,.081944045,7,36.7164,2,1987,3,3,2,849.5608
8116,FDW23,5.765,1,.0821398,7,37.2164,10,1999,2,1,2,579.246
8186,FDO28,5.765,1,.072410764,4,122.5098,10,1999,2,1,2,1084.5882
466,FDO28,5.765,1,.072284689,4,119.9098,7,2004,1,2,2,2048.6666
4639,FDW23,5.765,1,.081996785,7,40.1164,7,2004,1,2,2,540.6296
5121,FDW23,5.765,1,.082012293,7,37.5164,9,1997,1,1,2,656.4788
184,FDU50,5.75,2,.075107656,5,112.8176,2,1987,3,3,2,1374.2112
7482,FDU50,5.75,2,.075287081,5,115.3176,10,1999,2,1,2,572.588
1992,FDS08,5.735,1,.05696122,1,176.337,9,1997,1,1,2,1764.37
5890,FDS08,5.735,1,.05695045,1,177.937,7,2004,1,2,2,1587.933
4277,DRC25,5.73,1,.045334098,9,87.0882,2,1987,3,3,2,1803.6522
2672,DRC25,5.73,1,.045371855,9,86.0882,9,1997,1,1,2,1116.5466
1725,FDQ11,5.695,2,.067700925,11,256.5988,9,1997,1,1,2,2055.9904
3300,FDQ11,5.695,2,.067688124,11,258.8988,7,2004,1,2,2,5396.9748
7663,FDK28,5.695,1,.065589906,4,258.2646,9,1997,1,1,2,5410.9566
890,FDR57,5.675,2,.023492524,2,155.5288,7,2004,1,2,2,1414.1592
4893,FDR57,5.675,2,.023496967,2,156.1288,9,1997,1,1,2,2828.3184
6243,DRF01,5.655,1,.174934513,9,145.0102,2,1987,3,3,2,1895.5326
648,DRF01,5.655,1,.175352413,9,147.4102,10,1999,2,1,2,2478.7734
1552,FDX43,5.655,1,.085274988,1,165.05,9,1997,1,1,2,2330.3
2129,FDX43,5.655,1,.085258864,1,165.85,7,2004,1,2,2,1830.95
4280,DRF01,5.655,1,.175047104,9,146.9102,7,2004,1,2,2,1895.5326
4304,DRF01,5.655,1,0,9,147.5102,9,1997,1,1,2,1166.4816
1644,FDV24,5.635,1,0,7,148.705,10,1999,2,1,2,1198.44
7769,FDW03,5.63,2,.024520854,10,102.8306,2,1987,3,3,2,1986.0814
581,FDW03,5.63,2,.024579432,10,105.3306,10,1999,2,1,2,1045.306
3679,FDW03,5.63,2,.024541277,10,105.1306,9,1997,1,1,2,3135.918
4049,FDW03,5.63,2,.024536636,10,106.1306,7,2004,1,2,2,2090.612
3254,NCK29,5.615,1,.12566436,8,123.473,2,1987,3,3,2,1231.73
5988,NCK29,5.615,1,.125964559,8,124.773,10,1999,2,1,2,2956.152
7291,NCK29,5.615,1,.12574524,8,122.473,7,2004,1,2,2,1354.903
7779,NCK29,5.615,1,0,8,121.973,9,1997,1,1,2,2463.46
5133,FDI21,5.59,2,.056555715,2,62.6168,2,1987,3,3,2,639.168
4150,FDI21,5.59,2,.056602818,2,63.2168,9,1997,1,1,2,1725.7536
6414,FDI21,5.59,2,.056592115,2,65.0168,7,2004,1,2,2,447.4176
3472,NCH29,5.51,1,.034445116,8,95.8726,2,1987,3,3,2,2153.1972
3766,NCH29,5.51,1,.034467286,8,96.7726,7,2004,1,2,2,2642.5602
6957,NCO43,5.5,1,.047059016,16,100.1016,2,1987,3,3,2,2125.2336
337,NCO43,5.5,1,.04709821,16,101.3016,9,1997,1,1,2,3339.6528
8389,NCU53,5.485,1,.042716235,8,164.8842,2,1987,3,3,2,2155.1946
8069,NCU53,5.485,1,.042743728,8,166.2842,7,2004,1,2,2,1989.4104
3958,FDO16,5.48,1,.015131684,4,83.025,10,1999,2,1,2,1414.825
5623,FDO16,5.48,1,.015108194,4,83.725,9,1997,1,1,2,1165.15
1545,FDB36,5.465,2,.048486801,7,131.2626,2,1987,3,3,2,3410.2276
2659,FDB36,5.465,2,0,7,129.1626,9,1997,1,1,2,3672.5528
4271,FDB36,5.465,2,.048518008,7,132.9626,7,2004,1,2,2,2360.9268
915,FDN56,5.46,2,.106968096,1,142.6786,2,1987,3,3,2,2311.6576
3567,FDN56,5.46,2,.107223632,1,144.8786,10,1999,2,1,2,3323.0078
5875,FDK26,5.46,2,.032227432,6,186.824,10,1999,2,1,2,1864.24
778,FDK26,5.46,2,.03217132,6,184.824,7,2004,1,2,2,4287.752
1326,FDN56,5.46,2,.107036943,1,144.2786,7,2004,1,2,2,288.9572
4416,FDK26,5.46,2,.032177405,6,185.424,9,1997,1,1,2,5219.872
6204,FDN56,5.46,2,.107057186,1,144.9786,9,1997,1,1,2,2022.7004
2674,FDW60,5.44,2,.017047751,7,174.637,2,1987,3,3,2,2999.429
6332,FDA38,5.44,1,.025458716,5,241.2538,2,1987,3,3,2,3124.5994
1910,FDA38,5.44,1,.025519534,5,238.7538,10,1999,2,1,2,3605.307
7992,FDC60,5.425,2,.114472403,7,88.3514,9,1997,1,1,2,2833.6448
6491,FDR01,5.405,2,.053576661,6,200.5742,2,1987,3,3,2,2388.8904
1941,FDR01,5.405,2,.053611144,6,197.7742,7,2004,1,2,2,796.2968
7099,FDG33,5.365,2,.140123575,15,172.0764,2,1987,3,3,2,2748.4224
4748,FDG33,5.365,2,.140458316,15,169.7764,10,1999,2,1,2,3263.7516
5165,FDG33,5.365,2,.14024028,15,171.0764,9,1997,1,1,2,3263.7516
7727,FDG33,5.365,2,.140213762,15,173.7764,7,2004,1,2,2,4637.9628
5918,FDW21,5.34,2,.005958918,2,101.6358,2,1987,3,3,2,1709.1086
2871,FDW21,5.34,2,.005963881,2,99.5358,9,1997,1,1,2,1407.5012
3753,FDW21,5.34,2,.005962753,2,102.4358,7,2004,1,2,2,2010.716
6786,FDW38,5.325,2,.138679995,5,53.7298,9,1997,1,1,2,862.8768
7350,FDW38,5.325,2,0,5,55.8298,7,2004,1,2,2,485.3682
2552,NCU17,5.32,1,0,8,101.7674,2,1987,3,3,2,1120.5414
698,NCU17,5.32,1,.093027718,8,101.4674,10,1999,2,1,2,2954.1546
8123,NCU17,5.32,1,.092865746,8,100.6674,7,2004,1,2,2,2648.5524
8162,FDY39,5.305,2,.04710181,10,181.8608,10,1999,2,1,2,4594.02
5585,FDE36,5.26,2,.041837331,7,161.8868,10,1999,2,1,2,5077.3908
7171,FDT47,5.26,2,.02454694,11,95.7068,10,1999,2,1,2,1166.4816
202,FDE36,5.26,2,.041764487,7,161.8868,7,2004,1,2,2,3275.736
7636,NCW30,5.21,1,.011007815,3,259.5962,7,2004,1,2,2,2848.9582
2628,FDF17,5.19,1,.042687151,4,195.911,10,1999,2,1,2,2946.165
3173,FDQ27,5.19,2,.044321422,10,103.899,10,1999,2,1,2,2889.572
6364,FDQ27,5.19,2,.044252621,10,102.599,9,1997,1,1,2,1651.184
650,FDS45,5.175,2,.029471408,2,105.4622,2,1987,3,3,2,3281.7282
3831,FDW25,5.175,1,.03736783,6,86.9224,2,1987,3,3,2,255.6672
5207,NCN53,5.175,1,.030330202,8,35.4874,2,1987,3,3,2,388.1614
2684,FDW25,5.175,1,.037457098,6,83.4224,10,1999,2,1,2,1448.7808
6418,FDS45,5.175,2,.029490377,2,107.6622,7,2004,1,2,2,2858.2794
7135,FDW25,5.175,1,.037398953,6,84.2224,9,1997,1,1,2,852.224
7278,NCN53,5.175,1,.030349723,8,37.0874,7,2004,1,2,2,423.4488
8375,FDW25,5.175,1,.037391881,6,83.2224,7,2004,1,2,2,1789.6704
7652,FDB05,5.155,1,.083327693,4,247.2776,10,1999,2,1,2,5944.2624
1176,FDB05,5.155,1,.083198341,4,246.0776,9,1997,1,1,2,990.7104
6676,FDP03,5.15,2,.06112617,10,122.5388,2,1987,3,3,2,371.5164
2927,FDP03,5.15,2,.061272194,10,125.6388,10,1999,2,1,2,1733.7432
811,FDP03,5.15,2,.061165512,10,125.6388,7,2004,1,2,2,2848.2924
3280,FDP03,5.15,2,.06117708,10,121.8388,9,1997,1,1,2,3219.8088
4439,NCU30,5.11,1,.034868095,3,163.821,7,2004,1,2,2,2120.573
4978,NCU30,5.11,1,.034874689,3,161.721,9,1997,1,1,2,2446.815
4616,FDJ10,5.095,2,.129395895,2,140.3838,2,1987,3,3,2,1826.2894
3133,FDJ10,5.095,2,.129705008,2,141.8838,10,1999,2,1,2,1966.7732
5916,FDJ10,5.095,2,.129479176,2,139.7838,7,2004,1,2,2,1264.3542
886,FDX35,5.035,2,.079844043,11,226.3036,2,1987,3,3,2,4098.6648
7164,FDX35,5.035,2,0,11,228.2036,9,1997,1,1,2,4781.7756
3397,NCK06,5.03,1,.008639333,3,122.2756,2,1987,3,3,2,2059.9852
735,NCK06,5.03,1,.008644894,3,122.6756,7,2004,1,2,2,2665.8632
600,DRK37,5,1,.044004675,9,188.853,9,1997,1,1,2,5502.837
6253,FDT48,4.92,1,.045916788,7,198.8084,2,1987,3,3,2,2976.126
1243,FDT48,4.92,1,.046026479,7,196.5084,10,1999,2,1,2,3769.7596
3806,FDT48,4.92,1,.045955031,7,199.1084,9,1997,1,1,2,2182.4924
3634,FDF50,4.905,1,.117308165,6,195.7768,7,2004,1,2,2,2956.152
2747,FDY24,4.88,2,.133382115,7,55.0298,2,1987,3,3,2,647.1576
221,FDY24,4.88,2,.133700752,7,52.9298,10,1999,2,1,2,1995.4026
1538,FDY24,4.88,2,0,7,53.1298,7,2004,1,2,2,808.947
1501,FDW02,4.805,2,.037668051,5,126.7704,2,1987,3,3,2,2628.5784
5515,FDW02,4.805,2,.037699423,5,125.5704,9,1997,1,1,2,3880.2824
668,FDU11,4.785,1,.092516598,11,120.1098,2,1987,3,3,2,1325.6078
2744,FDU11,4.785,1,.092576144,11,121.0098,7,2004,1,2,2,2530.7058
2721,FDS23,4.635,1,.141108156,11,128.2994,10,1999,2,1,2,2698.4874
6670,FDS23,4.635,1,.14086247,11,126.4994,7,2004,1,2,2,1670.4922
7010,FDS23,4.635,1,.140889111,11,127.0994,9,1997,1,1,2,1927.491
4607,FDX49,4.615,2,.101747034,6,231.33,2,1987,3,3,2,4660.6
2199,FDX49,4.615,2,.101812521,6,232.23,7,2004,1,2,2,5126.66
2255,DRF23,4.61,1,.122843005,12,172.4396,10,1999,2,1,2,1569.9564
5494,DRF23,4.61,1,0,12,173.8396,9,1997,1,1,2,1221.0772
6336,DRF23,4.61,1,.122629121,12,175.4396,7,2004,1,2,2,2616.594
6433,DRE12,4.59,1,.070721656,9,113.286,2,1987,3,3,2,1471.418
1083,DRE12,4.59,1,.070890602,9,111.686,10,1999,2,1,2,1584.604
1516,DRE12,4.59,1,.070780558,9,114.586,9,1997,1,1,2,1245.046
3078,DRE12,4.59,1,.070767174,9,111.986,7,2004,1,2,2,792.302
7809,FDP40,4.555,2,.034328578,4,110.1544,2,1987,3,3,2,1230.3984
4401,FDP40,4.555,2,.034410585,4,111.3544,10,1999,2,1,2,1342.2528
3490,FDP40,4.555,2,.034350673,4,112.7544,7,2004,1,2,2,1789.6704
4431,FDP40,4.555,2,.034357169,4,112.6544,9,1997,1,1,2,2684.5056
44,FDC02,21.35,1,.069102831,6,259.9278,4,2009,2,3,3,6768.5228
6390,FDR07,21.35,1,.078060605,1,96.0094,4,2009,2,3,3,380.8376
935,FDQ21,21.25,1,.019502354,2,120.8756,4,2009,2,3,3,3150.5656
3633,FDT03,21.25,1,.010039493,10,181.7608,4,2009,2,3,3,1102.5648
6706,FDA45,21.25,1,.156012631,2,177.337,4,2009,2,3,3,2822.992
7159,NCX17,21.25,1,.114066204,8,233.03,4,2009,2,3,3,5592.72
8222,NCO42,21.25,1,.024756031,3,146.7102,4,2009,2,3,3,1603.9122
6715,FDG35,21.2,2,.007069662,13,175.7738,4,2009,2,3,3,1911.5118
3548,FDO01,21.1,2,.020803054,14,129.7994,4,2009,2,3,3,1284.994
3845,FDP31,21.1,2,.16216286,1,62.2168,4,2009,2,3,3,383.5008
5727,NCE42,21.1,1,0,3,233.2958,4,2009,2,3,3,2103.2622
3736,FDH10,21,1,.049505857,2,195.3478,4,2009,2,3,3,1162.4868
351,FDP59,20.85,2,.056695731,11,104.0648,4,2009,2,3,3,1869.5664
603,FDN27,20.85,1,0,10,115.1808,4,2009,2,3,3,1054.6272
4104,FDS24,20.85,2,.062477955,7,87.2514,4,2009,2,3,3,1505.3738
5388,FDS60,20.85,1,.032580705,7,180.066,4,2009,2,3,3,2157.192
6539,FDB45,20.85,1,.021416681,1,104.6306,4,2009,2,3,3,1149.8366
8271,FDU40,20.85,1,.037556341,4,195.3478,4,2009,2,3,3,1937.478
1480,FDO57,20.75,1,.109153001,2,161.3578,4,2009,2,3,3,4492.8184
2293,DRE49,20.75,1,.021336565,9,153.6024,4,2009,2,3,3,1366.2216
5043,FDI09,20.75,2,.129864461,15,240.188,4,2009,2,3,3,5992.2
369,FDL51,20.7,2,.047684831,5,212.5876,4,2009,2,3,3,1286.3256
1337,FDJ20,20.7,2,.100583009,1,123.5388,4,2009,2,3,3,1981.4208
1626,NCP06,20.7,1,.039405676,3,149.8366,4,2009,2,3,3,2267.049
3195,FDV52,20.7,2,.122015744,4,117.7466,4,2009,2,3,3,2828.3184
3590,FDE32,20.7,1,.048957533,1,37.8506,4,2009,2,3,3,265.6542
3880,FDX27,20.7,2,.114581955,5,94.3436,4,2009,2,3,3,945.436
4634,FDR26,20.7,1,.043011277,5,177.2028,4,2009,2,3,3,3364.9532
5552,FDD14,20.7,1,.170500183,6,184.1266,4,2009,2,3,3,1659.8394
7898,NCE54,20.7,1,0,3,74.3354,4,2009,2,3,3,1880.885
8516,FDH24,20.7,1,.021518435,7,157.5288,4,2009,2,3,3,1571.288
910,NCR30,20.6,1,.071282168,3,74.4696,4,2009,2,3,3,223.7088
1543,FDD10,20.6,2,.046208155,2,178.0344,4,2009,2,3,3,1605.9096
5067,FDB32,20.6,1,.023548476,1,93.3778,4,2009,2,3,3,1314.2892
5343,FDY26,20.6,2,.030634813,5,212.9244,4,2009,2,3,3,2540.6928
7660,NCA17,20.6,1,.045603215,8,149.2392,4,2009,2,3,3,4026.7584
7914,FDG09,20.6,2,.048131556,1,187.1556,4,2009,2,3,3,4693.89
1917,FDQ44,20.5,1,.036287517,1,121.2756,4,2009,2,3,3,2181.1608
2591,NCA06,20.5,1,0,3,37.119,4,2009,2,3,3,842.237
5372,FDC11,20.5,1,.142370445,13,90.6172,4,2009,2,3,3,1427.4752
7414,FDH53,20.5,2,.019277945,4,82.8592,4,2009,2,3,3,1733.7432
7823,FDM32,20.5,1,.020688969,1,88.183,4,2009,2,3,3,719.064
8134,FDZ60,20.5,1,.119848041,7,109.4596,4,2009,2,3,3,431.4384
424,FDA27,20.35,2,0,5,256.7672,4,2009,2,3,3,5624.6784
623,NCQ42,20.35,1,.039428167,3,127.9678,4,2009,2,3,3,3560.6984
3344,FDA10,20.35,1,.142393712,2,122.7072,4,2009,2,3,3,1470.0864
3360,NCN54,20.35,1,.021413346,3,76.2328,4,2009,2,3,3,463.3968
3601,FDX31,20.35,2,.014885998,1,234.4958,4,2009,2,3,3,3271.7412
5912,FDL46,20.35,1,.054277132,2,117.3466,4,2009,2,3,3,824.9262
2166,DRJ39,20.25,1,.036474041,5,218.3482,4,2009,2,3,3,2409.5302
2270,NCI30,20.25,1,.0591756,3,245.046,4,2009,2,3,3,4680.574
4993,NCN42,20.25,1,.014280554,3,148.0418,4,2009,2,3,3,1177.1344
5252,FDB14,20.25,2,.103142373,6,94.612,4,2009,2,3,3,652.484
5751,FDV26,20.25,2,.076470697,5,196.1794,4,2009,2,3,3,2731.1116
645,NCG43,20.2,1,.074541867,3,94.1462,4,2009,2,3,3,1758.3778
1575,NCV30,20.2,1,.066200667,3,61.451,4,2009,2,3,3,126.502
2804,FDU51,20.2,2,.096906831,10,175.5028,4,2009,2,3,3,6729.9064
4068,FDY57,20.2,2,.121748174,2,96.9752,4,2009,2,3,3,1725.7536
6667,NCB43,20.2,1,.100319317,3,188.6898,4,2009,2,3,3,3367.6164
6778,FDV60,20.2,2,.117839328,7,195.211,4,2009,2,3,3,2356.932
7929,FDV20,20.2,2,.060045008,1,128.3678,4,2009,2,3,3,1398.8458
2547,FDX50,20.1,1,.074931201,5,108.9228,4,2009,2,3,3,1105.228
6809,NCK05,20.1,1,.077769768,8,63.0536,4,2009,2,3,3,980.0576
7289,FDC57,20.1,2,.054816926,1,194.282,4,2009,2,3,3,1544.656
903,NCI31,20,1,.08165845,16,35.019,4,2009,2,3,3,585.904
3213,FDR20,20,2,.028238317,1,46.3744,4,2009,2,3,3,181.0976
6127,NCY53,20,1,.058719568,8,111.0544,4,2009,2,3,3,894.8352
6278,FDO60,20,1,0,7,43.4086,4,2009,2,3,3,401.4774
8483,FDZ28,20,2,.051702257,4,125.8678,4,2009,2,3,3,763.0068
875,FDS21,19.85,2,.020961192,2,62.0194,4,2009,2,3,3,619.194
4034,FDP20,19.85,1,.045855273,1,127.102,4,2009,2,3,3,1771.028
4429,NCI43,19.85,1,.026074491,3,48.6376,4,2009,2,3,3,575.2512
6966,NCZ41,19.85,1,0,8,126.1704,4,2009,2,3,3,1877.556
8329,FDI57,19.85,1,.054245722,15,196.0768,4,2009,2,3,3,5518.1504
105,FDP09,19.75,1,.034027909,2,212.0902,4,2009,2,3,3,3185.853
2095,FDE04,19.75,2,.018096488,4,179.566,4,2009,2,3,3,2696.49
2150,NCJ42,19.75,1,.014359584,3,100.8332,4,2009,2,3,3,1537.998
6301,FDY19,19.75,1,.041533438,1,119.8466,4,2009,2,3,3,2239.0854
7332,FDT31,19.75,1,.012499004,1,188.0872,4,2009,2,3,3,2458.1336
2710,FDA44,19.7,1,.053439522,1,55.093,4,2009,2,3,3,1018.674
