Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ15,20.35,2,0.151044881,1,79.2276,OUT035,2004,2,1,1,0.047230439661328165
FDZ44,8.185,0,0.038948125,1,115.4808,OUT017,2007,1,1,1,0.06028766704070182
FDM32,20.5,0,0.020688969,1,88.183,OUT018,2009,1,2,2,0.052534938284198716
NCP29,8.42,1,0.112249781,2,64.3168,OUT035,2004,2,1,1,0.05131082321738244
FDG53,10.0,0,0.046116319,1,141.818,OUT017,2007,1,1,1,0.06171580128532082
FDT25,7.5,0,0.050957715,1,122.4072,OUT018,2009,1,2,2,0.19453228603488726
FDM39,12.857645184136183,0,0.053211728,1,177.6002,OUT027,1985,1,2,3,0.6423033765173927
FDW35,10.6,0,0.011111714,1,43.8454,OUT045,2002,1,1,1,0.04886259308374987
FDD10,20.6,2,0.077029195,1,177.2344,OUT010,1998,1,2,0,0.06579618484137509
FDH08,12.857645184136183,0,0.017344679,1,230.801,OUT027,1985,1,2,3,0.40217280424359886
DRG37,16.2,0,0.019457372,0,153.9972,OUT018,2009,1,2,2,0.09293073548913598
FDU01,20.25,2,0.012063121,1,183.5924,OUT017,2007,1,1,1,0.18178108742221769
NCZ17,12.15,1,0.079755214,2,36.6506,OUT018,2009,1,2,2,0.03524431296541875
FDU34,12.857645184136183,0,0.074830794,1,125.9046,OUT027,1985,1,2,3,0.3408140365194329
FDB16,8.21,0,0.044917289,1,88.5198,OUT035,2004,2,1,1,0.08431092522697135
FDG10,6.63,2,0.018310142,1,57.7588,OUT010,1998,1,2,0,0.001836172600224421
FDH46,6.935,2,0.041247932,1,101.8332,OUT013,1987,0,2,1,0.17025400387636436
FDC16,12.857645184136183,2,0.0204702,1,88.254,OUT027,1985,1,2,3,0.1897378353565235
FDH50,15.0,2,0.161404914,1,185.8266,OUT035,2004,2,1,1,0.13873304090584515
NCZ18,7.825,1,0.186067862,2,255.4698,OUT046,1997,2,0,1,0.3861062939916352
FDJ32,10.695,0,0.057792343,1,61.4536,OUT046,1997,2,0,1,0.030296847903702948
DRI23,18.85,0,0.11452447366666667,0,162.0578,OUT035,2004,2,1,1,0.24329286952973578
DRD01,12.1,2,0.061270647,0,53.2614,OUT049,1999,1,0,1,0.02708354585331021
FDY02,8.945,2,0.087823675,1,261.091,OUT045,2002,1,1,1,0.2593593797816995
FDG38,8.975,2,0.05281112,1,86.6224,OUT049,1999,1,0,1,0.1280220340712027
NCG30,20.2,1,0.112495847,2,124.4046,OUT049,1999,1,0,1,0.08329082933795778
FDO31,6.76,2,0.029100745,1,80.696,OUT018,2009,1,2,2,0.040293787616035914
NCU42,9.0,1,0.019546214,2,168.1474,OUT045,2002,1,1,1,0.32005508517800674
NCG30,20.2,1,0.112549008,2,123.1046,OUT045,2002,1,1,1,0.08329082933795778
NCA30,19.0,1,0.12090966920000001,2,189.1872,OUT046,1997,2,0,1,0.04090584514944405
FDF29,15.1,2,0.019917598,1,129.431,OUT013,1987,0,2,1,0.26599000306028764
FDI14,14.1,0,0.089817198,1,142.7496,OUT049,1999,1,0,1,0.2677751708660614
FDY57,20.2,2,0.121442754,1,94.9752,OUT049,1999,1,0,1,0.10027542589003366
FDT27,12.857645184136183,2,0.069250192,1,232.9616,OUT027,1985,1,2,3,0.2667550749770478
FDM46,12.857645184136183,0,0.159193194,1,92.712,OUT027,1985,1,2,3,0.27593593797816995
NCD30,12.857645184136183,1,0.017910211,2,98.1726,OUT027,1985,1,2,3,0.07242680811996328
FDJ15,12.857645184136183,2,0.023209537,1,183.3608,OUT027,1985,1,2,3,0.4620014281342446
NCW05,20.25,1,0.148372897,2,108.8938,OUT045,2002,1,1,1,0.27665000510047943
FDT13,14.85,0,0.0176666012,1,187.7214,OUT010,1998,1,2,0,0.011884117107008058
NCP06,20.7,1,0.065689432,2,149.7366,OUT010,1998,1,2,0,0.00902784861777007
FDP03,5.15,2,0.061301149,1,122.1388,OUT045,2002,1,1,1,0.1777007038661634
NCM30,12.857645184136183,1,0.117825569,2,43.2796,OUT019,1985,2,0,0,0.0006120575334081406
FDK20,12.6,2,0.04152307,1,124.3072,OUT013,1987,0,2,1,0.38222992961338365
FDX01,10.1,0,0.024201905,1,114.915,OUT049,1999,1,0,1,0.2116698969703152
FDV57,15.25,2,0.066269294,1,179.666,OUT017,2007,1,1,1,0.49321636233805977
FDY34,10.5,2,0.01100413,1,167.1842,OUT045,2002,1,1,1,0.22605324900540652
FDP37,12.857645184136183,0,0.250560049,1,126.9994,OUT019,1985,2,0,0,0.026981536264408856
FDP22,14.65,2,0.099113429,1,52.8666,OUT035,2004,2,1,1,0.03279608283178619
FDS25,6.885,2,0.140008554,1,108.7228,OUT046,1997,2,0,1,0.19218606549015604
NCY18,7.285,1,0.031278532,2,176.0054,OUT018,2009,1,2,2,0.19866367438539223
FDO08,11.1,2,0.05373063,1,165.1526,OUT013,1987,0,2,1,0.11083341834132408
NCI43,12.857645184136183,1,0.025842951,2,48.6376,OUT027,1985,1,2,3,0.12598184229317555
FDH16,10.5,0,0.052555346,1,89.683,OUT046,1997,2,0,1,0.07319188003672346
NCZ05,12.857645184136183,1,0.10178199,2,104.699,OUT019,1985,2,0,0,0.005355503417321228
DRE49,20.75,0,0.021293097,0,151.9024,OUT045,2002,1,1,1,0.2067734367030501
FDO09,12.857645184136183,2,0.124668026,1,261.091,OUT027,1985,1,2,3,0.4205345302458431
FDA08,11.85,2,0.050043472,1,164.6526,OUT013,1987,0,2,1,0.1612261552585943
NCD55,14.0,1,0.024468806,2,41.1454,OUT017,2007,1,1,1,0.036009384882178926
NCR50,20.2,1,0.01181025,2,154.634,OUT013,1987,0,2,1,0.3259206365398348
NCC06,19.0,1,0.027028323,2,127.0336,OUT049,1999,1,0,1,0.3010302968479037
FDC34,16.0,2,0.172615327,1,154.5972,OUT013,1987,0,2,1,0.1406712230949709
FDQ49,12.857645184136183,2,0.06871772,1,155.563,OUT019,1985,2,0,0,0.03340814036519433
FDS60,20.85,0,0.032421521,1,181.666,OUT013,1987,0,2,1,0.10762011629093135
FDP10,19.0,0,0.127983545,1,107.6622,OUT013,1987,0,2,1,0.09476690808936039
FDW46,13.0,2,0.070288365,1,64.3484,OUT035,2004,2,1,1,0.16739773538712638
FDG53,10.0,0,0.076755106,1,141.618,OUT010,1998,1,2,0,0.00816076711210854
FDP57,17.5,0,0.052434201,1,103.999,OUT035,2004,2,1,1,0.1397531367948587
NCP43,12.857645184136183,1,0.053413906,2,181.766,OUT019,1985,2,0,0,0.01122105477914924
FDW49,19.5,0,0.083019163,1,180.2002,OUT017,2007,1,1,1,0.39533816178720804
FDA28,16.1,2,0.080010553,1,124.2362,OUT010,1998,1,2,0,0.026369478731000717
NCS42,8.6,1,0.069403341,2,91.2146,OUT035,2004,2,1,1,0.1931041517902683
FDP21,12.857645184136183,2,0.025616191,1,188.1872,OUT027,1985,1,2,3,0.4754666938692237
DRJ39,20.25,0,0.036326064,0,220.1482,OUT046,1997,2,0,1,0.2323778435172906
FDH12,9.6,0,0.085434195,1,105.028,OUT017,2007,1,1,1,0.19330817096807099
FDQ13,11.1,0,0.010658153,1,83.0908,OUT049,1999,1,0,1,0.11955523819239008
NCQ06,13.0,1,0.041994899,2,254.7014,OUT018,2009,1,2,2,0.3881464857696624
FDL40,12.857645184136183,0,0.011556919,1,94.741,OUT027,1985,1,2,3,0.12317657859838825
NCE54,20.7,1,0.026068285875,2,74.3354,OUT018,2009,1,2,2,0.14153830460063246
FDL58,5.78,2,0.124110349,1,262.3568,OUT010,1998,1,2,0,0.058043456084871985
FDW38,5.325,2,0.139244918,1,53.0298,OUT018,2009,1,2,2,0.026369478731000717
FDD17,7.5,0,0.032599801,1,238.1906,OUT013,1987,0,2,1,0.25237172294195653
FDK25,11.6,2,0.157075658,1,166.6474,OUT049,1999,1,0,1,0.32005508517800674
FDR22,12.857645184136183,2,0.018472714,1,109.9544,OUT027,1985,1,2,3,0.40018361726002244
FDU35,6.44,0,0.05285551125,1,99.87,OUT045,2002,1,1,1,0.11221054779149241
FDR35,12.5,0,0.020739698,1,198.9742,OUT045,2002,1,1,1,0.07370192798123024
NCZ18,7.825,1,0.186825823,2,253.5698,OUT018,2009,1,2,2,0.2889421605630929
FDF22,6.865,0,0.09512291,1,212.3218,OUT010,1998,1,2,0,0.030194838314801596
FDD17,7.5,0,0.03269312,1,238.7906,OUT045,2002,1,1,1,0.3069978577986331
DRD37,9.8,0,0.013841737,0,45.206,OUT046,1997,2,0,1,0.09027848617770072
FDC08,19.0,2,0.103449993,1,225.472,OUT046,1997,2,0,1,0.24023258186269508
FDU57,8.27,2,0.089554186,1,150.8708,OUT046,1997,2,0,1,0.18188309701111904
FDZ58,17.85,0,0.052257982,1,121.8072,OUT049,1999,1,0,1,0.18514740385596243
FDY01,11.8,2,0.170251293,1,116.4834,OUT035,2004,2,1,1,0.14745486075691114
FDG09,20.6,2,0.048131556,1,187.1556,OUT018,2009,1,2,2,0.35703356115474855
NCE54,20.7,1,0.026899856,2,73.9354,OUT046,1997,2,0,1,0.049321636233805984
FDB34,15.25,0,0.026663778,1,87.0198,OUT045,2002,1,1,1,0.1845353463225543
FDT24,12.35,2,0.155202514,1,76.2328,OUT046,1997,2,0,1,0.11578088340303988
FDZ08,12.5,2,0.109900843,1,83.0592,OUT013,1987,0,2,1,0.05437111088442313
NCI54,15.2,1,0.033651278,2,108.9912,OUT049,1999,1,0,1,0.14801591349586862
FDU34,18.25,0,0.075311837,1,122.6046,OUT049,1999,1,0,1,0.22635927777211057
FDP23,6.71,0,0.028477102600000005,1,218.9166,OUT013,1987,0,2,1,0.18091400591655615
NCV29,12.857645184136183,1,0.039996021,2,176.7686,OUT019,1985,2,0,0,0.06554116086912169
FDG10,12.857645184136183,2,0.010886324,1,57.2588,OUT027,1985,1,2,3,0.05885953279608284
FDZ56,12.857645184136183,0,0.04506213,1,167.5474,OUT019,1985,2,0,0,0.07487503825359584
NCL41,12.35,1,0.041729735,2,36.3216,OUT035,2004,2,1,1,0.01866775476894828
FDM39,6.42,0,0.053426165,1,178.7002,OUT013,1987,0,2,1,0.3404570029582781
NCZ54,14.65,1,0.083488992,2,161.3552,OUT049,1999,1,0,1,0.545037233499949
FDT59,13.65,0,0.013277364666666666,1,229.4668,OUT049,1999,1,0,1,0.3680505967560951
FDV20,20.2,2,0.060045008,1,128.3678,OUT018,2009,1,2,2,0.10461083341834133
NCE43,12.5,1,0.10402738,2,172.2448,OUT017,2007,1,1,1,0.14107926145057637
FDP15,12.857645184136183,0,0.083536071,1,255.433,OUT027,1985,1,2,3,0.7043762113638682
FDO16,5.48,0,0.015169739,1,82.225,OUT018,2009,1,2,2,0.16959094154850554
NCP41,12.857645184136183,1,0.028382853,2,109.4596,OUT019,1985,2,0,0,0.047026420483525455
DRD01,12.1,2,0.061299601,0,56.2614,OUT045,2002,1,1,1,0.03978373967152913
FDM56,16.7,0,0.070588621,1,107.9912,OUT017,2007,1,1,1,0.10619198204631236
FDS22,16.85,2,0.023201357,1,45.9428,OUT045,2002,1,1,1,0.02101397531367949
FDX20,7.365,0,0.042626422,1,227.072,OUT049,1999,1,0,1,0.30959910231561766
FDE34,9.195,0,0.108501676,1,183.6634,OUT017,2007,1,1,1,0.17846577578292358
FDV50,14.3,0,0.122571209,1,122.373,OUT046,1997,2,0,1,0.07293685606447006
NCU17,5.32,1,0.093408695,2,101.2674,OUT017,2007,1,1,1,0.16913189839844947
NCP53,12.857645184136183,1,0.032731074,2,235.6906,OUT027,1985,1,2,3,0.43445883913087835
FDW09,13.65,2,0.043386131,1,80.2302,OUT010,1998,1,2,0,0.003519330817096807
FDW55,12.6,2,0.021969896,1,248.6092,OUT046,1997,2,0,1,0.24543507089666428
NCE31,12.857645184136183,1,0.183948465,2,33.6216,OUT027,1985,1,2,3,0.0690604916862185
FDO49,10.6,2,0.033052168,1,49.7008,OUT046,1997,2,0,1,0.07110068346424564
FDH34,12.857645184136183,0,0.054443762,1,184.6582,OUT019,1985,2,0,0,0.011680097929205345
FDJ38,8.6,2,0.040172077,1,188.553,OUT013,1987,0,2,1,0.28817708864633274
FDG32,19.85,0,0.175995526,1,224.0772,OUT046,1997,2,0,1,0.1166989697031521
DRQ35,9.3,0,0.042530668,0,125.5388,OUT017,2007,1,1,1,0.2156482709374681
FDK25,12.857645184136183,2,0.274592283,1,167.8474,OUT019,1985,2,0,0,0.023258186269509335
FDD58,7.76,0,0.059594017,1,99.67,OUT018,2009,1,2,2,0.1428134244618994
FDB15,10.895,0,0.136784873,1,265.2568,OUT035,2004,2,1,1,0.32061613791696414
DRF60,10.8,0,0.0391718095,0,238.1564,OUT018,2009,1,2,2,0.39916352137100886
FDH04,12.857645184136183,2,0.019912606,1,91.0488,OUT019,1985,2,0,0,0.01825971641334286
FDM04,9.195,2,0.04719387,1,52.8666,OUT049,1999,1,0,1,0.1034887279404264
FDO58,19.6,0,0.039638705,1,166.0526,OUT049,1999,1,0,1,0.23681526063449965
FDQ24,15.7,0,0.074083388,1,253.3724,OUT017,2007,1,1,1,0.5180046924410895
DRP35,18.85,0,0.091051579,0,127.4336,OUT045,2002,1,1,1,0.0660002040191778
DRI47,14.7,0,0.02090277,0,144.5128,OUT013,1987,0,2,1,0.2508415791084362
FDF35,15.0,0,0.153861181,1,108.5938,OUT013,1987,0,2,1,0.1042027950627359
FDP31,21.1,2,0.161504957,1,65.0168,OUT046,1997,2,0,1,0.04641436295011731
FDQ52,17.0,0,0.119871307,1,248.3434,OUT018,2009,1,2,2,0.47306946853004184
FDM12,16.7,2,0.069903773,1,188.6214,OUT035,2004,2,1,1,0.04075283076609201
NCS42,8.6,1,0.069416467,2,92.5146,OUT046,1997,2,0,1,0.15117821075181065
FDO31,6.76,2,0.02914662,1,79.296,OUT017,2007,1,1,1,0.08313781495460575
FDU19,8.77,2,0.046771477,1,173.9422,OUT046,1997,2,0,1,0.2352341120065286
NCE19,12.857645184136183,1,0.092564193,2,53.4956,OUT027,1985,1,2,3,0.16056309293073548
FDR16,5.845,2,0.104998144,1,213.2218,OUT035,2004,2,1,1,0.5541160869121697
FDF56,16.7,2,0.119704498,1,181.9976,OUT045,2002,1,1,1,0.4136488829950015
DRJ59,11.65,0,0.03242518,0,38.8164,OUT010,1998,1,2,0,0.003366316433744772
FDH16,12.857645184136183,0,0.052300844,1,88.283,OUT027,1985,1,2,3,0.16270529429766398
FDI28,14.3,0,0.026362624,1,78.3302,OUT049,1999,1,0,1,0.09456288891155769
FDC58,12.857645184136183,0,0.0336269068,1,45.7428,OUT027,1985,1,2,3,0.044578190349892896
FDU13,8.355,0,0.187558629,1,148.0418,OUT046,1997,2,0,1,0.11017035601346527
FDX58,13.15,0,0.04376368,1,183.095,OUT046,1997,2,0,1,0.13771294501683157
FDU16,19.25,2,0.038864105,1,82.5908,OUT045,2002,1,1,1,0.0681424053861063
FDX35,5.035,2,0.080072603,1,228.2036,OUT045,2002,1,1,1,0.18932979700091807
FDL21,15.85,2,0.007146415,1,41.048,OUT046,1997,2,0,1,0.05865551361828012
DRM37,15.35,0,0.096317593,0,197.3768,OUT013,1987,0,2,1,0.2541058859532796
FDR35,12.5,0,0.020729902,1,197.2742,OUT049,1999,1,0,1,0.28720799755176984
FDW32,18.35,2,0.15783357,1,87.5882,OUT010,1998,1,2,0,0.0106089972457411
FDY34,12.857645184136183,2,0.010928678,1,167.0842,OUT027,1985,1,2,3,0.4927573191880037
FDQ44,20.5,0,0.036110222,1,120.1756,OUT013,1987,0,2,1,0.15525859430786493
DRD24,13.85,0,0.030842963,0,143.1154,OUT049,1999,1,0,1,0.19300214220136694
DRE12,4.59,0,0.058932965,0,111.186,OUT045,2002,1,1,1,0.09282872590023462
NCX29,10.0,1,0.089078338,2,147.1102,OUT013,1987,0,2,1,0.22085075997143733
FDS07,12.35,0,0.100164204,1,113.6518,OUT018,2009,1,2,2,0.11955523819239008
FDI27,12.857645184136183,2,0.045763623,1,43.8744,OUT027,1985,1,2,3,0.09109456288891156
FDL02,20.0,2,0.10399676,1,107.4622,OUT013,1987,0,2,1,0.11909619504233399
FDN58,13.8,2,0.057104066,1,232.6984,OUT018,2009,1,2,2,0.1039477710904825
DRK12,9.5,0,0.041971264,0,33.39,OUT045,2002,1,1,1,0.053555034173212286
FDC60,5.425,2,0.114472403,1,88.3514,OUT046,1997,2,0,1,0.2145261654595532
FDV45,16.75,0,0.045117476,1,187.9556,OUT049,1999,1,0,1,0.18443333673365295
FDB23,19.2,2,0.0053603315,1,223.8062,OUT045,2002,1,1,1,0.42971539324696517
NCA29,10.5,1,0.02727641,2,171.3106,OUT046,1997,2,0,1,0.2727226359277772
FDO20,12.85,2,0.152747503,1,252.0382,OUT018,2009,1,2,2,0.3067428338263797
NCH55,12.857645184136183,1,0.060706749,2,127.502,OUT019,1985,2,0,0,0.026522493114352747
FDO32,6.36,0,0.120788077,1,45.706,OUT045,2002,1,1,1,0.06171580128532082
FDS59,12.857645184136183,2,0.076851759,1,111.857,OUT019,1985,2,0,0,0.005865551361828011
FDR59,14.5,2,0.063810405,1,263.2594,OUT013,1987,0,2,1,0.21794348668774866
FDS55,7.02,0,0.081328781,1,150.0734,OUT045,2002,1,1,1,0.3386718351525044
FDT21,7.42,0,0.020387989,1,247.1092,OUT035,2004,2,1,1,0.3217382433948791
NCR38,17.25,1,0.113518466,2,253.5724,OUT046,1997,2,0,1,0.3830460063245945
FDJ22,18.75,0,0.052917345,1,190.6504,OUT045,2002,1,1,1,0.10027542589003366
FDB57,20.25,2,0.018911474,1,220.5772,OUT017,2007,1,1,1,0.18484137508925838
FDR52,12.65,2,0.075981306,1,192.3846,OUT013,1987,0,2,1,0.14383352035091299
NCO41,12.5,1,0.018848862,2,96.7384,OUT046,1997,2,0,1,0.16352137100887482
FDG47,12.8,0,0.116527666,1,261.4252,OUT010,1998,1,2,0,0.017545649291033357
FDB44,6.655,0,0.013554696799999998,1,212.4586,OUT017,2007,1,1,1,0.20764051820871163
FDY14,10.3,0,0.070040195,1,263.0226,OUT046,1997,2,0,1,0.32143221462817506
NCN55,14.6,1,0.059827007,2,239.2538,OUT017,2007,1,1,1,0.2736407222278894
FDV48,9.195,2,0.051827123,1,77.4644,OUT018,2009,1,2,2,0.10578394369070694
FDA21,13.65,0,0.03595391,1,185.2924,OUT035,2004,2,1,1,0.23849841885137202
FDZ27,7.935,0,0.017182935,1,51.235,OUT049,1999,1,0,1,0.062480873202081
FDW58,20.75,0,0.007546808,1,104.1622,OUT013,1987,0,2,1,0.12720595735999182
FDH45,15.1,2,0.105831117,1,41.6796,OUT049,1999,1,0,1,0.0575334081403652
FDH38,12.857645184136183,0,0.018275994,1,115.2808,OUT019,1985,2,0,0,0.006426604100785475
FDL43,10.1,0,0.027064381,1,76.367,OUT046,1997,2,0,1,0.0561052738957462
FDD38,12.857645184136183,2,0.00858573611111111,1,100.3674,OUT027,1985,1,2,3,0.13791696419463428
FDV02,16.75,0,0.06063976,1,173.0106,OUT049,1999,1,0,1,0.2727226359277772
NCF31,9.13,1,0.051847425,2,152.8024,OUT046,1997,2,0,1,0.09048250535550342
NCN05,8.235,1,0.014518575,2,182.195,OUT018,2009,1,2,2,0.17979190043864124
FDZ16,16.85,2,0.159722816,1,194.1478,OUT013,1987,0,2,1,0.44272161583188824
NCT18,12.857645184136183,1,0.05911748,2,181.5976,OUT027,1985,1,2,3,0.31653575436090997
NCP50,17.35,1,0.020555958,2,79.4618,OUT035,2004,2,1,1,0.13322452310517188
FDW13,12.857645184136183,0,0.171383506,1,50.5324,OUT019,1985,2,0,0,0.013363256146077734
NCS53,14.5,1,0.090286009,2,159.9604,OUT017,2007,1,1,1,0.16739773538712638
DRG03,14.5,0,0.061986574,0,153.0998,OUT046,1997,2,0,1,0.3744772008568806
DRE60,9.395,0,0.160235723,0,227.872,OUT017,2007,1,1,1,0.11884117107008059
FDK21,7.905,0,0.010032624,1,248.3408,OUT045,2002,1,1,1,0.054983168417831275
FDF52,12.857645184136183,0,0.116928924,1,183.3292,OUT019,1985,2,0,0,0.02540038763643783
NCN43,12.857645184136183,1,0.011835436,2,121.373,OUT019,1985,2,0,0,0.016321534224217078
FDW13,8.5,0,0.097884718,1,52.5324,OUT046,1997,2,0,1,0.08895236152198308
FDW14,8.3,2,0.038204311,1,87.7198,OUT035,2004,2,1,1,0.13776394981128226
FDG24,7.975,0,0.014631149,1,84.525,OUT046,1997,2,0,1,0.029327756809140064
FDR19,13.5,2,0.160044589,1,145.4102,OUT045,2002,1,1,1,0.26553095991023157
NCG06,12.857645184136183,1,0.02930277,2,256.1646,OUT027,1985,1,2,3,0.4514434356829542
FDK10,5.785,2,0.040351229,1,181.366,OUT035,2004,2,1,1,0.14893399979598082
DRK12,9.5,0,0.042123243,0,32.09,OUT017,2007,1,1,1,0.030602876670407016
FDY55,16.75,0,0.081485126,1,258.0988,OUT045,2002,1,1,1,0.6865245333061308
FDV04,12.857645184136183,2,0.149288779,1,158.4288,OUT027,1985,1,2,3,0.22615525859430785
FDE23,17.6,2,0.0426678532,1,46.006,OUT046,1997,2,0,1,0.022442109558298482
FDI08,18.2,2,0.066567121,1,250.2092,OUT018,2009,1,2,2,0.22635927777211057
DRA12,11.6,0,0.068535039,0,143.0154,OUT010,1998,1,2,0,0.019177802713455067
FDF22,6.865,0,0.057062186,1,212.0218,OUT018,2009,1,2,2,0.17754768948281138
FDQ57,7.275,0,0.027991093,1,145.976,OUT049,1999,1,0,1,0.2667550749770478
FDP07,18.2,0,0.089901774,1,197.511,OUT046,1997,2,0,1,0.027542589003366317
DRE37,13.5,0,0.0896310842,0,189.1872,OUT035,2004,2,1,1,0.14230337651739264
DRF25,9.0,0,0.038892859,0,36.119,OUT013,1987,0,2,1,0.08160767112108538
DRF03,19.1,0,0.045270426,0,38.8138,OUT013,1987,0,2,1,0.05345302458431093
FDN51,17.85,2,0.020942867,1,260.2936,OUT035,2004,2,1,1,0.3173518310721208
FDD21,10.3,2,0.030693756,1,114.2176,OUT018,2009,1,2,2,0.164133428542283
NCY42,6.38,1,0.015162573,2,145.147,OUT046,1997,2,0,1,0.2277364072222789
FDH28,12.857645184136183,2,0.106785007875,1,37.0506,OUT027,1985,1,2,3,0.07303886565337142
NCZ29,15.0,1,0.119461188,2,126.3362,OUT010,1998,1,2,0,0.036009384882178926
FDN60,15.1,0,0.095158081,1,159.2604,OUT046,1997,2,0,1,0.2159542997041722
NCW06,16.2,1,0.050545502,2,191.6162,OUT018,2009,1,2,2,0.1301132306436805
NCS30,5.945,1,0.093405156,2,129.3652,OUT018,2009,1,2,2,0.33387738447414056
FDW26,11.8,2,0.179191782,1,224.2772,OUT010,1998,1,2,0,0.04855656431704581
FDQ01,19.7,2,0.160951491,1,256.1014,OUT049,1999,1,0,1,0.23186779557278384
FDH27,12.857645184136183,0,0.102157958,1,145.0128,OUT019,1985,2,0,0,0.008466795878812609
NCX41,19.0,1,0.017791458,2,211.9244,OUT018,2009,1,2,2,0.15964500663062328
FDH58,12.3,0,0.036997104,1,115.9834,OUT049,1999,1,0,1,0.15627869019687848
DRB25,12.3,0,0.116261335,0,107.0938,OUT010,1998,1,2,0,0.013873304090584515
FDG45,8.1,0,0.12829573,1,210.4902,OUT045,2002,1,1,1,0.404212996021626
FDP11,15.85,0,0.069100548,1,216.6166,OUT046,1997,2,0,1,0.3143425481995307
FDV19,14.85,2,0.035257037,1,161.2578,OUT046,1997,2,0,1,0.3170458023054167
FDT32,19.0,2,0.065633934,1,186.5214,OUT046,1997,2,0,1,0.1706620422319698
NCU53,5.485,1,0.042743728,2,166.2842,OUT035,2004,2,1,1,0.14985208609609302
NCA30,19.0,1,0.129309277,2,188.8872,OUT035,2004,2,1,1,0.27267163113332654
FDH20,16.1,2,0.02081851783333333,1,98.441,OUT017,2007,1,1,1,0.06401101703560136
DRD25,6.135,0,0.083190056625,0,114.286,OUT046,1997,2,0,1,0.17953687646638783
FDK25,11.6,2,0.156802171,1,168.0474,OUT035,2004,2,1,1,0.33295929817402836
FDF02,16.2,0,0.103634038,1,101.399,OUT049,1999,1,0,1,0.07650719167601755
FDC04,15.6,0,0.045055587,1,242.3854,OUT049,1999,1,0,1,0.18259716413342852
FDH21,10.395,0,0.031199028,1,159.4604,OUT013,1987,0,2,1,0.021728042435988984
DRG03,14.5,0,0.062239081,0,154.2998,OUT018,2009,1,2,2,0.1270529429766398
NCY06,15.25,1,0.06153089,2,132.2968,OUT017,2007,1,1,1,0.12740997653779454
FDM08,10.1,2,0.053692878,1,222.9088,OUT045,2002,1,1,1,0.39161481179230845
NCD31,12.1,1,0.01545846,2,166.0526,OUT049,1999,1,0,1,0.27460981332245227
FDU09,12.857645184136183,2,0.06627464,1,54.1956,OUT027,1985,1,2,3,0.22748138325002548
FDB49,8.3,2,0.030274175,1,98.5384,OUT018,2009,1,2,2,0.14087524227277362
FDQ58,7.315,0,0.015332872,1,154.034,OUT045,2002,1,1,1,0.04437417117209017
FDJ58,15.6,2,0.10589167,1,172.6764,OUT017,2007,1,1,1,0.2211567887381414
NCN30,12.857645184136183,1,0.016910914,2,96.641,OUT027,1985,1,2,3,0.11578088340303988
FDA52,16.2,2,0.128621941,1,175.537,OUT049,1999,1,0,1,0.2677751708660614
NCN42,12.857645184136183,1,0.014153743,2,145.6418,OUT027,1985,1,2,3,0.29052330919106395
FDF04,17.5,0,0.013637046,1,258.5304,OUT046,1997,2,0,1,0.47240640620218305
FDY15,18.25,2,0.171523928,1,155.863,OUT018,2009,1,2,2,0.1772416607161073
FDT03,12.857645184136183,0,0.009950343,1,185.5608,OUT027,1985,1,2,3,0.2508415791084362
DRL59,12.857645184136183,0,0.037160705,0,54.2298,OUT019,1985,2,0,0,0.009843925328980926
FDW08,12.1,0,0.148986013,1,106.528,OUT018,2009,1,2,2,0.08721819851066001
FDO50,16.25,0,0.078103689,1,91.1804,OUT013,1987,0,2,1,0.14526165459553197
FDP26,7.785,0,0.140121306,1,102.5306,OUT018,2009,1,2,2,0.10155054575130062
FDX01,10.1,0,0.040446145,1,118.115,OUT010,1998,1,2,0,0.006375599306334796
FDU22,12.35,0,0.093824276,1,119.9124,OUT017,2007,1,1,1,0.1517902682852188
FDQ08,15.7,2,0.018926773,1,60.2536,OUT035,2004,2,1,1,0.08660614097725187
NCN54,20.35,1,0.021322439,2,79.1328,OUT035,2004,2,1,1,0.09211465877792513
FDR01,12.857645184136183,2,0.05336162,1,200.1742,OUT027,1985,1,2,3,0.4702132000408038
FDB53,12.857645184136183,0,0.138777108,1,147.5392,OUT027,1985,1,2,3,0.39732734877078446
DRN47,12.1,0,0.016823566,0,178.566,OUT035,2004,2,1,1,0.2866469448128124
FDR39,20.35,0,0.083799283,1,184.1292,OUT046,1997,2,0,1,0.16515352443129652
NCL30,18.1,1,0.048940428,2,127.5336,OUT046,1997,2,0,1,0.1345506477608895
FDT02,12.6,0,0.02429329,1,33.4874,OUT018,2009,1,2,2,0.005559522595123941
FDT25,7.5,0,0.050829881,1,122.7072,OUT049,1999,1,0,1,0.11006834642456391
FDH53,20.5,2,0.014966308499999999,1,83.2592,OUT017,2007,1,1,1,0.08599408344384372
DRB48,16.75,2,0.024994069,0,37.4822,OUT017,2007,1,1,1,0.03957972049372641
FDX16,17.85,0,0.110152524,1,150.205,OUT010,1998,1,2,0,0.008925839028868714
FDH48,13.5,0,0.060603014,1,85.554,OUT045,2002,1,1,1,0.1300622258492298
FDF20,12.85,0,0.033192524,1,199.0768,OUT013,1987,0,2,1,0.2390084667958788
FDJ03,12.35,2,0.121174241,1,47.8692,OUT010,1998,1,2,0,0.0012241150668162808
